Слово: Abadsqaja, Не найдено подходящих лемм
Слово: vьrri, Не найдено подходящих лемм
Слово: vьrrun, Не найдено подходящих лемм
Слово: vьrrə, Лемма: -və (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: vьrь, Не найдено подходящих лемм
Слово: vьstavqa, Низкая уверенность: avatь (62.5%)
Слово: xadtə, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xajmtə, Лемма: xəjmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xajə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xamxəmte, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xamşə, Лемма: xəmşə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xamətən, Лемма: ximtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xamətɩ, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xana, Не найдено подходящих лемм
Слово: xarofə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xarzəbtə, Лемма: xrəzə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xarəği, Лемма: xrəzə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xarьjcəjə, Низкая уверенность: xəjə (62.5%)
Слово: xasjətti, Лемма: xəsjət (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xata, Не найдено подходящих лемм
Слово: xatvatə, Не найдено подходящих лемм
Слово: xatə, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xazət, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xaşbəntə, Низкая уверенность: xəşşənə (60.0%)
Слово: xaşbənь, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdəjuta, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdəjutə, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdərǝ, Лемма: xədərjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdьjrunə, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdьrrun, Лемма: xdara (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xdьrrь, Лемма: xdara (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xejə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xejənə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xettə, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xijşive, Лемма: xajьş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xiləl, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xilənь, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xislun, Лемма: xəs (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xita, Не найдено подходящих лемм
Слово: xizjalij, Низкая уверенность: zaja (62.5%)
Слово: xişlij, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xişlə, Лемма: xşələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xişlən, Лемма: xşələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xjeta, Не найдено подходящих лемм
Слово: xjete, Лемма: xəjutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xjeto, Лемма: xəjutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xjetə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xjətet, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xlisə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xlǝjsə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləbji, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləbtə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləbə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləjbə, Лемма: xiljə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləjmuto, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləjslə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləstə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xləvtə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xlɩjşɩ, Лемма: xəlij (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xlɩnəx, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xlьjsə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xmişəji, Лемма: xəmşə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xodə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xojədə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xomuju, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xota, Не найдено подходящих лемм
Слово: xovrujatə, Низкая уверенность: xora (62.5%)
Слово: xovşə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xozniki, Низкая уверенность: xon (62.5%)
Слово: xrivi, Лемма: xrəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xrəva, Лемма: xrəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xrəvta, Лемма: xrəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xrɩjvɩ, Лемма: xuraj (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xsəxtə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xtǝjləl, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xtəju, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xtəla, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xubbə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xudittь, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xuditı, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xuditə, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xuditь, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xuditьtь, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xudətə, Лемма: xədəttə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xujidila, Не найдено подходящих лемм
Слово: xujidina, Не найдено подходящих лемм
Слово: xulə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xumi, Не найдено подходящих лемм
Слово: xumjəj, Лемма: xməjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xumjь, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xunuta, Лемма: xon (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xurdijela, Низкая уверенность: rəd (62.5%)
Слово: xurditə, Лемма: xərdetə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xurdulun, Низкая уверенность: rəd (62.5%)
Слово: xvistilə, Не найдено подходящих лемм
Слово: xvərь, Лемма: xvara (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xvətь, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xvьjlşi, Лемма: xvьjra (80.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xzьjran, Не найдено подходящих лемм
Слово: xıdırlɩ, Лемма: xdara (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xışqat, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşaltə, Лемма: xşələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşiv, Лемма: xşəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşivəjatьj, Лемма: xşəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşışlə, Лемма: xəşşə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşǝvtə, Лемма: xşəvtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xşьjxь, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xǝjbьnь, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xǝjivo, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xǝjəvələ, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xǝripǝ, Лемма: xora (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xǝççə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəcca, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəcса, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəddudilə, Низкая уверенность: xədutə (60.0%)
Слово: xədlə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədrun, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədrəj, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədrьj, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədrьn, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədtəta, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədtətilə, Лемма: xədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəduta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədəjuta, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədəjute, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədəjutə, Лемма: xdəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədərja, Лемма: xədərjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xədətə, Лемма: xədəttə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjal, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjdiji, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjdjuta, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjdtə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjdəta, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjidi, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjidij, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjatə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjdətə, Лемма: xəjjədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjudenə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjudunə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjədta, Лемма: xəjjədtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjətə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjjɩn, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjlənta, Низкая уверенность: xəltə (60.0%)
Слово: xəjmta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjmtə, Лемма: xəjmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjmtь, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjməni, Лемма: xəjmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjmənə, Лемма: xəjmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjədta, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjədtə, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəjəl, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəkjani, Низкая уверенность: xəjə (62.5%)
Слово: xəklə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəkma, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəkme, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəkrə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəla, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlan, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlanə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlbьj, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlenə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəli, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəljla, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəllu, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəllə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlləltə, Лемма: xəllət/xalat (90.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlləntə, Лемма: xəllət/xalat (90.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəllɩnɩ, Лемма: xəlluni (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlms, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlona, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlsəx, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəltətə, Лемма: xəltə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəltɩ, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəltь, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəluta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xələ, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xələb, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xələjɩ, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xələnta, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xələntilə, Лемма: xelə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlɩlɩ, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəlьnə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəminjənə, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmjəti, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmtətə, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmujjnə, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmxəmta, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmxьmьva, Лемма: xəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmța, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmətə, Лемма: xəmtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəmьnə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəni, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xənjpa, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəntə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xənə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəqlə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəqlənɩ, Низкая уверенность: əqlə (62.5%)
Слово: xəqmə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəqtəvə, Низкая уверенность: xətə (62.5%)
Слово: xərc, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəretə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərivvəx, Лемма: xrəvə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərç, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərçi, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərıb, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərəç, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərəçi, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xərəçjati, Не найдено подходящих лемм
Слово: xərəçjəti, Не найдено подходящих лемм
Слово: xərəçjətь, Не найдено подходящих лемм
Слово: xəssa, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəsə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəta, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətiqçən, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətir, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətirçən, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətli, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətlinij, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətməmta, Лемма: xtəmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətmənta, Лемма: xtəmə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəttetə, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətti, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətəmtə, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətətmənta, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətɩ, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətɩrçəm, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xətь, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəvattə, Низкая уверенность: xətə (62.5%)
Слово: xəxma, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəxmə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəxvərkə, Не найдено подходящих лемм
Слово: xəzbunili, Низкая уверенность: xəzdugi (60.0%)
Слово: xəzbəntə, Не найдено подходящих лемм
Слово: xəziit, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəzje, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəzjəla, Низкая уверенность: xəjə (62.5%)
Слово: xəznə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəzə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəççinə, Не найдено подходящих лемм
Слово: xəççə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəççət, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşbun, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşbəntə, Низкая уверенность: xəşşənə (60.0%)
Слово: xəşlux, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəştə, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşu, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşvətə, Лемма: xşəvtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşət, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşəx, Лемма: xə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəşьxnə, Лемма: xşəxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xəəltə, Лемма: xəltə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩnɩ, Лемма: xon (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩrbə, Лемма: əx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩtə, Лемма: xətə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩşkə, Лемма: xişkə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩşqənɩ, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xɩşɩlɩ, Лемма: xuş (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: xьjəl, Лемма: xəjə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zabastovqa, Не найдено подходящих лемм
Слово: zabastovqi, Не найдено подходящих лемм
Слово: zabtunilə, Не найдено подходящих лемм
Слово: zabəntə, Низкая уверенность: əzənə (62.5%)
Слово: zakavkazija, Не найдено подходящих лемм
Слово: zaqavqazja, Не найдено подходящих лемм
Слово: zarbana, Не найдено подходящих лемм
Слово: zarbanta, Не найдено подходящих лемм
Слово: zarrə, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zarrəj, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zarrьjlь, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zarrьjvə, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zdɩjlun, Лемма: zad (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zedə, Лемма: zodə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zelə, Лемма: zələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zelənɩ, Лемма: zələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zijdinə, Лемма: zjədə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zijidili, Лемма: zjədə (100.0%), не совпало по гласным (совпадение гласных 0.0%, разница кол-ва гласных 4)
Слово: zjanə, Лемма: zjənə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zjedtə, Лемма: zjədə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zjədta, Лемма: zjədə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zmərta, Лемма: zmərtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zmьrrun, Лемма: zmərə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zovnə, Лемма: zvənə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zovnəni, Лемма: zvənə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zrabta, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zreta, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zrutə, Не найдено подходящих лемм
Слово: zubinteva, Не найдено подходящих лемм
Слово: zubintə, Не найдено подходящих лемм
Слово: zubnoli, Не найдено подходящих лемм
Слово: zubnɩlun, Низкая уверенность: zonə (62.5%)
Слово: zubtini, Не найдено подходящих лемм
Слово: zubtinna, Не найдено подходящих лемм
Слово: zubtinnun, Не найдено подходящих лемм
Слово: zubtinun, Не найдено подходящих лемм
Слово: zubtənuna, Не найдено подходящих лемм
Слово: zunь, Не найдено подходящих лемм
Слово: zuta, Не найдено подходящих лемм
Слово: zvontə, Лемма: zvəntə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zǝrǝr, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zǝxru, Лемма: zəxrə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəbantə, Низкая уверенность: əzənə (62.5%)
Слово: zəbbun, Не найдено подходящих лемм
Слово: zəbbunuta, Не найдено подходящих лемм
Слово: zəbbunь, Не найдено подходящих лемм
Слово: zəbbunьnən, Не найдено подходящих лемм
Слово: zəbnij, Не найдено подходящих лемм
Слово: zəbt, Не найдено подходящих лемм
Слово: zəbtantə, Не найдено подходящих лемм
Слово: zəbtinij, Не найдено подходящих лемм
Слово: zəbtinijlə, Не найдено подходящих лемм
Слово: zəbtinə, Не найдено подходящих лемм
Слово: zəbtoninə, Не найдено подходящих лемм
Слово: zəbtun, Не найдено подходящих лемм
Слово: zəbtune, Не найдено подходящих лемм
Слово: zəbtuni, Не найдено подходящих лемм
Слово: zəbtunili, Не найдено подходящих лемм
Слово: zəbtuninə, Не найдено подходящих лемм
Слово: zəbtuno, Не найдено подходящих лемм
Слово: zəbtunu, Не найдено подходящих лемм
Слово: zəbtuta, Не найдено подходящих лемм
Слово: zəbtutə, Не найдено подходящих лемм
Слово: zəbtənta, Не найдено подходящих лемм
Слово: zəbtənte, Не найдено подходящих лемм
Слово: zəbtənto, Не найдено подходящих лемм
Слово: zəbtəntə, Не найдено подходящих лемм
Слово: zəbtənə, Не найдено подходящих лемм
Слово: zəbtəta, Не найдено подходящих лемм
Слово: zəbtьnij, Не найдено подходящих лемм
Слово: zəbtьnnə, Не найдено подходящих лемм
Слово: zəbunujatь, Не найдено подходящих лемм
Слово: zəbunьninə, Не найдено подходящих лемм
Слово: zəbəntə, Не найдено подходящих лемм
Слово: zədtə, Лемма: zodə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zədə, Лемма: zodə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
