Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: xaraiь, Предложенная лемма: xarta (100.0%)
Слово: xarajə, Предложенная лемма: xaraja (100.0%)
Слово: xaraçtə, Предложенная лемма: xora (100.0%)
Слово: xaraјa, Предложенная лемма: xaraja (100.0%)
Слово: xaraјb, Предложенная лемма: xora (100.0%)
Слово: xaretə, Предложенная лемма: xarta (100.0%)
Слово: xariputə, Предложенная лемма: xirutə (77.8%)
Слово: xaripətь, Предложенная лемма: xarta (77.8%)
Слово: xarja, Предложенная лемма: xaraja (100.0%)
Слово: xartal, Предложенная лемма: xarta (100.0%)
Слово: xartum, Предложенная лемма: xarta (100.0%)
Слово: xarxusьna, Предложенная лемма: xarxurь (80.0%)
Слово: xarəja, Предложенная лемма: xaraja (100.0%)
Слово: xarəji, Предложенная лемма: xaraja (100.0%)
Слово: xarəjь, Предложенная лемма: xaraja (100.0%)
Слово: xarətə, Предложенная лемма: xarta (100.0%)
Слово: xarɩjçɩ, Предложенная лемма: xaraja (100.0%)
Слово: xarьjçi, Предложенная лемма: xaraja (100.0%)
Слово: xarьjçь, Предложенная лемма: xaraja (100.0%)
Слово: xati, Предложенная лемма: ixtijar (100.0%)
Слово: xatjan, Предложенная лемма: tьjan (66.7%)
Слово: xavarta, Предложенная лемма: xvara (100.0%)
Слово: xazna, Предложенная лемма: xanzarta (62.5%)
Слово: xejji, Предложенная лемма: xəjji (100.0%)
Слово: xela, Предложенная лемма: xala (100.0%)
Слово: xelan, Предложенная лемма: axlana (100.0%)
Слово: xelana, Предложенная лемма: axlana (100.0%)
Слово: xelani, Предложенная лемма: xala (100.0%)
Слово: xelanili, Предложенная лемма: xala (100.0%)
Слово: xelanta, Предложенная лемма: axlana (100.0%)
Слово: xelantila, Предложенная лемма: xala (100.0%)
Слово: xelantə, Предложенная лемма: xelənə (100.0%)
Слово: xelanı, Предложенная лемма: xala (100.0%)
Слово: xelanə, Предложенная лемма: xelənə (100.0%)
Слово: xelanь, Предложенная лемма: xala (100.0%)
Слово: xelavəte, Предложенная лемма: xlava (100.0%)
Слово: xelavətь, Предложенная лемма: xlava (100.0%)
Слово: xellumli, Предложенная лемма: xelə (100.0%)
Слово: xelt, Предложенная лемма: xelə (100.0%)
Слово: xelənta, Предложенная лемма: xelə (100.0%)
Слово: xelənətə, Предложенная лемма: xelə (100.0%)
Слово: xelənɩ, Предложенная лемма: xelə (100.0%)
Слово: xelənь, Предложенная лемма: xelə (100.0%)
Слово: xeləti, Предложенная лемма: xelə (100.0%)
Слово: xeləvati, Предложенная лемма: xelə (100.0%)
Слово: xeləvatɩ, Предложенная лемма: xelə (100.0%)
Слово: xeləvatь, Предложенная лемма: xelə (100.0%)
Слово: xelɩ, Предложенная лемма: xelə (100.0%)
Слово: xilij, Предложенная лемма: xəlij (100.0%)
Слово: xilmut, Предложенная лемма: xilmət (100.0%)
Слово: xilməti, Предложенная лемма: xilmət (100.0%)
Слово: xilmətkarь, Предложенная лемма: xilmət (100.0%)
Слово: xilmətqari, Предложенная лемма: xilmət (100.0%)
Слово: xilmətqərь, Предложенная лемма: xilmət (100.0%)
Слово: ximi, Предложенная лемма: ximmə (100.0%)
Слово: ximjenə, Предложенная лемма: ximjənə (100.0%)
Слово: ximmənь, Предложенная лемма: ximmənə (100.0%)
Слово: ximta, Предложенная лемма: ax (100.0%)
Слово: ximətţu, Предложенная лемма: ximtə (100.0%)
Слово: xina, Предложенная лемма: xinə (100.0%)
Слово: xini, Предложенная лемма: xinə (100.0%)
Слово: xinjevoх, Предложенная лемма: xon (100.0%)
Слово: xinɩ, Предложенная лемма: xinə (100.0%)
Слово: xinь, Предложенная лемма: xinə (100.0%)
Слово: xiqşə, Предложенная лемма: xişşə (62.5%)
Слово: xirba, Предложенная лемма: ax (100.0%)
Слово: xirbilə, Предложенная лемма: xirвə (66.7%)
Слово: xirbə, Предложенная лемма: xirвə (75.0%)
Слово: xirbьvə, Предложенная лемма: xrəvə (77.8%)
Слово: xirjən, Предложенная лемма: xirвə (66.7%)
Слово: xista, Предложенная лемма: xasa (100.0%)
Слово: xitɩ, Предложенная лемма: xitnə (100.0%)
Слово: xizbunь, Предложенная лемма: xzurə (66.7%)
Слово: xizjina, Предложенная лемма: xəzejin (100.0%)
Слово: xizlajə, Предложенная лемма: xzəjə (77.8%)
Слово: xişbunə, Предложенная лемма: xişşənə (66.7%)
Слово: xişjivəx, Предложенная лемма: xşəvə (77.8%)
Слово: xişkənь, Предложенная лемма: xişkənə (100.0%)
Слово: xişlin, Предложенная лемма: xişşənə (66.7%)
Слово: xişlun, Предложенная лемма: xuş (100.0%)
Слово: xişətə, Предложенная лемма: xşəxə (75.0%)
Слово: xišlun, Предложенная лемма: xalu (100.0%)
Слово: xjatta, Предложенная лемма: xjaţa (66.7%)
Слово: xjimun, Предложенная лемма: xəjmutə (88.9%)
Слово: xkurta, Предложенная лемма: xarta (66.7%)
Слово: xlabte, Предложенная лемма: xala (100.0%)
Слово: xlasta, Предложенная лемма: xlasa (100.0%)
Слово: xlleta, Предложенная лемма: xala (100.0%)
Слово: xlta, Предложенная лемма: xalta (100.0%)
Слово: xluss, Предложенная лемма: xlusa (100.0%)
Слово: xlusə, Предложенная лемма: xlusa (100.0%)
Слово: xluşlun, Предложенная лемма: xalu (100.0%)
Слово: xluşlə, Предложенная лемма: xalu (100.0%)
Слово: xləptalta, Предложенная лемма: xala (100.0%)
Слово: xləsta, Предложенная лемма: xlasa (100.0%)
Слово: xlətьlun, Предложенная лемма: xəltu (100.0%)
Слово: xləva, Предложенная лемма: xlava (100.0%)
Слово: xlɩşlun, Предложенная лемма: xalu (100.0%)
Слово: xlьjьja, Предложенная лемма: xlaja (100.0%)
Слово: xmalta, Предложенная лемма: xalta (66.7%)
Слово: xnon, Предложенная лемма: xon (100.0%)
Слово: xomela, Предложенная лемма: ax (100.0%)
Слово: xorabija, Предложенная лемма: xora (100.0%)
Слово: xoravajuta, Предложенная лемма: xora (100.0%)
Слово: xoravats, Предложенная лемма: xora (100.0%)
Слово: xoravatɩ, Предложенная лемма: xora (100.0%)
Слово: xotij, Предложенная лемма: ixtijar (100.0%)
Слово: xotьj, Предложенная лемма: tьjan (62.5%)
Слово: xovrajuta, Предложенная лемма: xvara (100.0%)
Слово: xovrəjuta, Предложенная лемма: xavьrta (90.0%)
Слово: xrava, Предложенная лемма: xora (100.0%)
Слово: xrǝvta, Предложенная лемма: ax (100.0%)
Слово: xseta, Предложенная лемма: xasa (100.0%)
Слово: xsltan, Предложенная лемма: xalta (66.7%)
Слово: xudditə, Предложенная лемма: xədtə (77.8%)
Слово: xudrati, Предложенная лемма: xudra (100.0%)
Слово: xudrə, Предложенная лемма: xudra (100.0%)
Слово: xuja, Предложенная лемма: xujədə (100.0%)
Слово: xujada, Предложенная лемма: xujədə (100.0%)
Слово: xujadi, Предложенная лемма: xəjudi (100.0%)
Слово: xujadinə, Предложенная лемма: xujədə (100.0%)
Слово: xujado, Предложенная лемма: xujədə (100.0%)
Слово: xujadǝ, Предложенная лемма: xujədə (100.0%)
Слово: xujadь, Предложенная лемма: xujədə (100.0%)
Слово: xujida, Предложенная лемма: ax (100.0%)
Слово: xujiddə, Предложенная лемма: xujədə (100.0%)
Слово: xujidi, Предложенная лемма: xəjudi (100.0%)
Слово: xujidinə, Предложенная лемма: xujədə (100.0%)
Слово: xujiditə, Предложенная лемма: xujədə (100.0%)
Слово: xujidlun, Предложенная лемма: xujədə (100.0%)
Слово: xujidɩun, Предложенная лемма: xujədə (100.0%)
Слово: xujjdinə, Предложенная лемма: xəjji (100.0%)
Слово: xujədi, Предложенная лемма: xujədə (100.0%)
Слово: xujədiə, Предложенная лемма: xujədə (100.0%)
Слово: xujədɩ, Предложенная лемма: xujədə (100.0%)
Слово: xujɩdlun, Предложенная лемма: xujədə (100.0%)
Слово: xulinə, Предложенная лемма: xule (100.0%)
Слово: xullina, Предложенная лемма: xlula (100.0%)
Слово: xullinun, Предложенная лемма: xule (100.0%)
Слово: xullьnnə, Предложенная лемма: xule (100.0%)
Слово: xullьnun, Предложенная лемма: xule (100.0%)
Слово: xumitə, Предложенная лемма: ximtə (100.0%)
Слово: xumjoli, Предложенная лемма: xəmuji (100.0%)
Слово: xuqra, Предложенная лемма: xaqura (100.0%)
Слово: xura, Предложенная лемма: xuraj (100.0%)
Слово: xurdijna, Предложенная лемма: xuraj (77.8%)
Слово: xurduli, Предложенная лемма: xərduji (88.9%)
Слово: xurzipj, Предложенная лемма: xərzupi (100.0%)
Слово: xurçi, Предложенная лемма: xərijpə/xərupə (75.0%)
Слово: xurçij, Предложенная лемма: xuraj (77.8%)
Слово: xurçlun, Предложенная лемма: xurçun (90.0%)
Слово: xurçə, Предложенная лемма: xurtə (75.0%)
Слово: xurçь, Предложенная лемма: xarxurь (75.0%)
Слово: xurçьnə, Предложенная лемма: xurçun (100.0%)
Слово: xurəj, Предложенная лемма: xuraj (100.0%)
Слово: xurənь, Предложенная лемма: xurtə (75.0%)
Слово: xusrənə, Предложенная лемма: xusrana (100.0%)
Слово: xusrənь, Предложенная лемма: xusrana (100.0%)
Слово: xuşbinь, Предложенная лемма: xuş (100.0%)
Слово: xuşьjnə, Предложенная лемма: xuş (100.0%)
Слово: xuşьlnə, Предложенная лемма: xuş (100.0%)
Слово: xvarbitə, Предложенная лемма: xvara (100.0%)
Слово: xvartə, Предложенная лемма: xvara (100.0%)
Слово: xvarṭa, Предложенная лемма: xvara (100.0%)
Слово: xvatə, Предложенная лемма: xvaţta (75.0%)
Слово: xvəstə, Предложенная лемма: xvəjə (66.7%)
Слово: xxuri, Предложенная лемма: xarxurь (62.5%)
Слово: xzadtə, Предложенная лемма: xzada (100.0%)
Слово: xzeta, Предложенная лемма: ax (100.0%)
Слово: xzetə, Предложенная лемма: xizmijtə (75.0%)
Слово: xzita, Предложенная лемма: ax (100.0%)
Слово: xzitilə, Предложенная лемма: xizmijtə (66.7%)
Слово: xzura, Предложенная лемма: xzurə (100.0%)
Слово: xzədta, Предложенная лемма: xzada (100.0%)
Слово: xıjal, Предложенная лемма: xьjjal (75.0%)
Слово: xırma, Предложенная лемма: ax (100.0%)
Слово: xşovta, Предложенная лемма: ax (100.0%)
Слово: xşьvlun, Предложенная лемма: xuş (100.0%)
Слово: xǝlluninə, Предложенная лемма: xəlluni (100.0%)
Слово: xədditəx, Предложенная лемма: xədtə (77.8%)
Слово: xəddəta, Предложенная лемма: xədəttə (77.8%)
Слово: xəddətə, Предложенная лемма: xədəttə (77.8%)
Слово: xədjata, Предложенная лемма: xədtə (77.8%)
Слово: xəjjid, Предложенная лемма: xəjji (100.0%)
Слово: xəjjidij, Предложенная лемма: xəjji (100.0%)
Слово: xəjjidilə, Предложенная лемма: xəjji (100.0%)
Слово: xəjjidə, Предложенная лемма: xəjji (100.0%)
Слово: xəjjidəlun, Предложенная лемма: xəjji (100.0%)
Слово: xəjjidən, Предложенная лемма: xəjji (100.0%)
Слово: xəjjudili, Предложенная лемма: xəjji (100.0%)
Слово: xəjjudilə, Предложенная лемма: xəjji (100.0%)
Слово: xəkləni, Предложенная лемма: xəkmə (66.7%)
Слово: xəklənь, Предложенная лемма: xəkmə (66.7%)
Слово: xəlanii, Предложенная лемма: xala (100.0%)
Слово: xəlanta, Предложенная лемма: axlana (100.0%)
Слово: xəlbujatь, Предложенная лемма: xəltu (70.0%)
Слово: xəljdiji, Предложенная лемма: xəlij (100.0%)
Слово: xəllina, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinij, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinijli, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinijlə, Предложенная лемма: xəlluni (100.0%)
Слово: xəllininə, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinə, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinəla, Предложенная лемма: xəlluni (100.0%)
Слово: xəllinən, Предложенная лемма: xəlluni (100.0%)
Слово: xəllumili, Предложенная лемма: xəlluni (80.0%)
Слово: xəllunila, Предложенная лемма: xəlluni (100.0%)
Слово: xəllunile, Предложенная лемма: xəlluni (100.0%)
Слово: xəllunina, Предложенная лемма: xəlluni (100.0%)
Слово: xəllunlij, Предложенная лемма: xəlluni (100.0%)
Слово: xəllunə, Предложенная лемма: xəlluni (100.0%)
Слово: xəllənta, Предложенная лемма: xəllət/xalat (90.0%)
Слово: xəlonta, Предложенная лемма: axlana (100.0%)
Слово: xəlsbutə, Предложенная лемма: xəltə (70.0%)
Слово: xəluniih, Предложенная лемма: xalu (100.0%)
Слово: xələvatɩ, Предложенная лемма: xlava (100.0%)
Слово: xələvatь, Предложенная лемма: xlava (100.0%)
Слово: xəqləni, Предложенная лемма: quləni (66.7%)
Слово: xərduijnə, Предложенная лемма: xərduji (100.0%)
Слово: xəripţa, Предложенная лемма: xruţa (77.8%)
Слово: xərivva, Предложенная лемма: xora (100.0%)
Слово: xəriьjçь, Предложенная лемма: xərijpə/xərupə (88.9%)
Слово: xərçujьnə, Предложенная лемма: xəruçi (100.0%)
Слово: xərəçta, Предложенная лемма: xarta (77.8%)
Слово: xərəçəja, Предложенная лемма: xrəzə (66.7%)
Слово: xərəçəti, Предложенная лемма: xrəzə (66.7%)
Слово: xətirçəmuta, Предложенная лемма: xətirçəmutə (100.0%)
Слово: xəzdьjlun, Предложенная лемма: xəzejin (72.7%)
Слово: xɩşbunə, Предложенная лемма: xuş (100.0%)
Слово: xɩşbunəj, Предложенная лемма: xuş (100.0%)
Слово: xɩşlun, Предложенная лемма: xuş (100.0%)
Слово: xьkra, Предложенная лемма: xьrxьrra (62.5%)
Слово: xьkrə, Предложенная лемма: xəkmə (75.0%)
Слово: xьljmuta, Предложенная лемма: xьlja (100.0%)
Слово: xьltlun, Предложенная лемма: xəltu (100.0%)
Слово: xьssətə, Предложенная лемма: sustə (66.7%)
Слово: zabantə, Предложенная лемма: zoa (100.0%)
Слово: zabnənə, Предложенная лемма: zonənə (66.7%)
Слово: zabtunena, Предложенная лемма: zoa (100.0%)
Слово: zabtunila, Предложенная лемма: zoa (100.0%)
Слово: zabun, Предложенная лемма: zoa (100.0%)
Слово: zadruj, Предложенная лемма: zad (100.0%)
Слово: zaduta, Предложенная лемма: azaduta (100.0%)
Слово: zadɩjlɩ, Предложенная лемма: zad (100.0%)
Слово: zadɩs, Предложенная лемма: zad (100.0%)
Слово: zalabujata, Предложенная лемма: zala (100.0%)
Слово: zalba, Предложенная лемма: zala (100.0%)
Слово: zalmanı, Предложенная лемма: zalmana (100.0%)
Слово: zaləmь, Предложенная лемма: zalьm (100.0%)
Слово: zalɩm, Предложенная лемма: zala (100.0%)
Слово: zarbanь, Предложенная лемма: zaruca (66.7%)
Слово: zarra, Предложенная лемма: zarьjra (75.0%)
Слово: zarranь, Предложенная лемма: zarьjra (66.7%)
Слово: zarrunъ, Предложенная лемма: zur (100.0%)
Слово: zarrənə, Предложенная лемма: zirəng/zirrəng/zirəg/zirrəg (77.8%)
Слово: zarrьj, Предложенная лемма: zarьjra (77.8%)
Слово: zarətə, Предложенная лемма: zrəqə (75.0%)
Слово: zarьjçь, Предложенная лемма: zarьjra (88.9%)
Слово: zavoda, Предложенная лемма: zavod (100.0%)
Слово: zavodi, Предложенная лемма: zavod (100.0%)
Слово: zavods, Предложенная лемма: zavod (100.0%)
Слово: zavodə, Предложенная лемма: zavod (100.0%)
Слово: zavodɩ, Предложенная лемма: zavod (100.0%)
Слово: zavodъ, Предложенная лемма: zavod (100.0%)
Слово: zavəd, Предложенная лемма: zavod (100.0%)
Слово: zaxmutə, Предложенная лемма: zəxmutə (100.0%)
Слово: zdelşina, Предложенная лемма: zad (100.0%)
Слово: zdutə, Предложенная лемма: zduta (100.0%)
Слово: zeda, Предложенная лемма: zdeta (100.0%)
Слово: zedij, Предложенная лемма: zi (100.0%)
Слово: zelani, Предложенная лемма: zala (100.0%)
Слово: zelu, Предложенная лемма: zəllu (100.0%)
Слово: zididi, Предложенная лемма: zi (100.0%)
Слово: zidlım, Предложенная лемма: zi (100.0%)
Слово: zidlə, Предложенная лемма: zi (100.0%)
Слово: zidlь, Предложенная лемма: zi (100.0%)
Слово: zimə, Предложенная лемма: zi (100.0%)
Слово: zini, Предложенная лемма: zi (100.0%)
Слово: zipişi, Предложенная лемма: zi (100.0%)
Слово: zipişqi, Предложенная лемма: pəşuqi (66.7%)
Слово: zirbə, Предложенная лемма: zi (100.0%)
Слово: zirjb, Предложенная лемма: zi (100.0%)
Слово: zirjь, Предложенная лемма: zi (100.0%)
Слово: zita, Предложенная лемма: zi (100.0%)
Слово: zjudi, Предложенная лемма: iz (100.0%)
Слово: zjujtə, Предложенная лемма: zəjərutə (66.7%)
Слово: zkura, Предложенная лемма: zur (62.5%)
Слово: zkurə, Предложенная лемма: kurkə (62.5%)
Слово: zlajma, Предложенная лемма: zala (100.0%)
Слово: zlamta, Предложенная лемма: zala (100.0%)
Слово: zlumji, Предложенная лемма: zil (100.0%)
Слово: zlumjə, Предложенная лемма: zlumja (100.0%)
Слово: zlumə, Предложенная лемма: zulə (100.0%)
Слово: zlǝmta, Предложенная лемма: zala (100.0%)
Слово: zoda, Предложенная лемма: zoa (100.0%)
Слово: zodila, Предложенная лемма: zoa (100.0%)
Слово: zodili, Предложенная лемма: zodə (100.0%)
Слово: zodilə, Предложенная лемма: zodə (100.0%)
Слово: zodina, Предложенная лемма: zoa (100.0%)
Слово: zodiva, Предложенная лемма: zoa (100.0%)
Слово: zodo, Предложенная лемма: zodə (100.0%)
Слово: zona, Предложенная лемма: zoa (100.0%)
Слово: zongirra, Предложенная лемма: zoa (100.0%)
Слово: zonənɩ, Предложенная лемма: zonə (100.0%)
Слово: zonьjlə, Предложенная лемма: zonə (100.0%)
Слово: zorbans, Предложенная лемма: zoa (100.0%)
Слово: zpəlvə, Предложенная лемма: zələ (62.5%)
Слово: zqura, Предложенная лемма: zqara (100.0%)
Слово: zretə, Предложенная лемма: zetə (62.5%)
Слово: zruta, Предложенная лемма: zaruca (75.0%)
Слово: zrətə, Предложенная лемма: zrəqə (75.0%)
Слово: zrɩlun, Предложенная лемма: zur (100.0%)
Слово: zubinun, Предложенная лемма: zinnə (66.7%)
Слово: zubinь, Предложенная лемма: zi (100.0%)
Слово: zubmə, Предложенная лемма: zmərə (62.5%)
Слово: zubni, Предложенная лемма: iz (100.0%)
Слово: zubnun, Предложенная лемма: zinnə (66.7%)
Слово: zubnunɩ, Предложенная лемма: zinnə (66.7%)
Слово: zubnənə, Предложенная лемма: zonənə (66.7%)
Слово: zuri, Предложенная лемма: zur (100.0%)
Слово: zurna, Предложенная лемма: zur (100.0%)
Слово: zurnal, Предложенная лемма: zur (100.0%)
Слово: zurnalь, Предложенная лемма: zur (100.0%)
Слово: zurə, Предложенная лемма: zur (100.0%)
Слово: zuznetə, Предложенная лемма: zuzə (100.0%)
Слово: zuzəneta, Предложенная лемма: zuzə (100.0%)
Слово: zuzənoji, Предложенная лемма: zuzə (100.0%)
Слово: zuzənəji, Предложенная лемма: zuzə (100.0%)
Слово: zuzənəjə, Предложенная лемма: zuzə (100.0%)
Слово: zuzənəjɩ, Предложенная лемма: zuzə (100.0%)
Слово: zuzənətə, Предложенная лемма: zuzə (100.0%)
Слово: zuzənɩjɩ, Предложенная лемма: zuzə (100.0%)
Слово: zuzɩ, Предложенная лемма: zuzə (100.0%)
Слово: zuzь, Предложенная лемма: zuzə (100.0%)
Слово: zvijşɩ, Предложенная лемма: zi (100.0%)
Слово: zviljə, Предложенная лемма: zvəjə (77.8%)
Слово: zxuşji, Предложенная лемма: iz (100.0%)
Слово: zxuşjt, Предложенная лемма: xuş (62.5%)
Слово: zxuşjə, Предложенная лемма: xşijxə (66.7%)
Слово: zzuri, Предложенная лемма: zi (100.0%)
Слово: zəbin, Предложенная лемма: zi (100.0%)
Слово: zəbnəni, Предложенная лемма: zonənə (66.7%)
Слово: zəbnənə, Предложенная лемма: zonənə (66.7%)
Слово: zəbnəx, Предложенная лемма: əzənə (62.5%)
Слово: zəbont, Предложенная лемма: zonə (62.5%)
Слово: zəbunenə, Предложенная лемма: zinnə (66.7%)
Слово: zəbuni, Предложенная лемма: zənguri (62.5%)
Слово: zəbuninə, Предложенная лемма: zinnə (66.7%)
Слово: zəbʊnən, Предложенная лемма: zonənə (66.7%)
Слово: zədda, Предложенная лемма: zad (100.0%)
Слово: zəduta, Предложенная лемма: zduta (100.0%)
Слово: zəid, Предложенная лемма: zi (100.0%)
Слово: zəkki, Предложенная лемма: iz (100.0%)
Слово: zəkmə, Предложенная лемма: kmə (62.5%)
Слово: zəngure, Предложенная лемма: zənguri (100.0%)
Слово: zəqqi, Предложенная лемма: iz (100.0%)
Слово: zərajə, Предложенная лемма: zraja (100.0%)
Слово: zərbanuta, Предложенная лемма: zur (100.0%)
Слово: zərbənə, Предложенная лемма: zərв (66.7%)
Слово: zərrənə, Предложенная лемма: zərв (66.7%)
Слово: zərrənь, Предложенная лемма: zirəng/zirrəng/zirəg/zirrəg (77.8%)
Слово: zərəri, Предложенная лемма: zərrip (100.0%)
Слово: zəvigij, Предложенная лемма: zəvugi (100.0%)
Слово: zəvuge, Предложенная лемма: zəvugi (100.0%)
Слово: zəxmi, Предложенная лемма: iz (100.0%)
Слово: zəxmuta, Предложенная лемма: zəxmutə (100.0%)
Слово: zьnnatь, Предложенная лемма: zena (100.0%)
Слово: zьov, Предложенная лемма: zoa (100.0%)
Слово: zьşqənɩ, Предложенная лемма: əşqənə (66.7%)
Слово: Çanon, Предложенная лемма: çan-çan (75.0%)
Слово: Çanqarta, Предложенная лемма: çanta (70.0%)
Слово: Çapej, Предложенная лемма: çapaja (100.0%)
Слово: Çapon, Предложенная лемма: çapa (100.0%)
Слово: Çaponaja, Предложенная лемма: çapaja (77.8%)
Слово: Çaponajb, Предложенная лемма: çapa (100.0%)
Слово: Çaponajə, Предложенная лемма: çapa (100.0%)
Слово: Çaponajь, Предложенная лемма: çapa (100.0%)
Слово: Çaponeta, Предложенная лемма: çanta (66.7%)
Слово: Çaponj, Предложенная лемма: çapa (100.0%)
Слово: Çapə, Предложенная лемма: çapa (100.0%)
Слово: Çili, Предложенная лемма: çilidqə (100.0%)
Слово: Çmeta, Предложенная лемма: çammeta (75.0%)
Слово: Çonatan, Предложенная лемма: çanta (100.0%)
Слово: Çopon, Предложенная лемма: pənd (62.5%)
Слово: Çvəqtə, Предложенная лемма: çvəçtə (66.7%)
Слово: çabanta, Предложенная лемма: çanta (66.7%)
Слово: çalalıjs, Предложенная лемма: çalla (100.0%)
Слово: çalaləjetə, Предложенная лемма: çalla (100.0%)
Слово: çalǝş, Предложенная лемма: çalluşь (75.0%)
Слово: çaləlьşь, Предложенная лемма: çalla (100.0%)
Слово: çaləşьva, Предложенная лемма: çalluşь (66.7%)
Слово: çamanь, Предложенная лемма: çammanta (75.0%)
Слово: çame, Предложенная лемма: çammeta (100.0%)
Слово: çameta, Предложенная лемма: çammeta (75.0%)
Слово: çametə, Предложенная лемма: çammeta (75.0%)
Слово: çammij, Предложенная лемма: çammujь (100.0%)
Слово: çammuminə, Предложенная лемма: çum (100.0%)
Слово: çamməlun, Предложенная лемма: çammujь (80.0%)
Слово: çammɩm, Предложенная лемма: çammeta (88.9%)
Слово: çamu, Предложенная лемма: çammujь (100.0%)
Слово: çamujə, Предложенная лемма: çammujь (75.0%)
Слово: çamujьnə, Предложенная лемма: çammujь (66.7%)
Слово: çamıjla, Предложенная лемма: çmaja (100.0%)
Слово: çançurenə, Предложенная лемма: çançurь (100.0%)
Слово: çapaaja, Предложенная лемма: çapaja (100.0%)
Слово: çapajə, Предложенная лемма: çapa (100.0%)
Слово: çapajɩ, Предложенная лемма: çapa (100.0%)
Слово: çapetə, Предложенная лемма: pətə (62.5%)
Слово: çapon, Предложенная лемма: çapa (100.0%)
Слово: çaponaja, Предложенная лемма: çapaja (77.8%)
Слово: çaponaju, Предложенная лемма: çapa (100.0%)
Слово: çaponajə, Предложенная лемма: çapa (100.0%)
Слово: çaponajь, Предложенная лемма: çapa (100.0%)
Слово: çaponeta, Предложенная лемма: çanta (66.7%)
Слово: çaponetə, Предложенная лемма: pənetə (66.7%)
Слово: çaponjь, Предложенная лемма: çapa (100.0%)
Слово: çapǝjǝ, Предложенная лемма: çapaja (100.0%)
Слово: çapə, Предложенная лемма: çapa (100.0%)
Слово: çapətə, Предложенная лемма: pətə (62.5%)
Слово: çapопајь, Предложенная лемма: çapa (100.0%)
Слово: çarabjats, Предложенная лемма: çar (100.0%)
Слово: çarabta, Предложенная лемма: çar (100.0%)
Слово: çarbanь, Предложенная лемма: çar (100.0%)
Слово: çargi, Предложенная лемма: çar (100.0%)
Слово: çargo, Предложенная лемма: çar (100.0%)
Слово: çars, Предложенная лемма: çar (100.0%)
Слово: çarubava, Предложенная лемма: çar (100.0%)
Слово: çarubɩllɩ, Предложенная лемма: çar (100.0%)
Слово: çarubьnə, Предложенная лемма: çar (100.0%)
Слово: çarusьnə, Предложенная лемма: çar (100.0%)
Слово: çaruvьna, Предложенная лемма: çar (100.0%)
Слово: çaruxe, Предложенная лемма: çar (100.0%)
Слово: çarğə, Предложенная лемма: çar (100.0%)
Слово: çarəbtə, Предложенная лемма: çar (100.0%)
Слово: çarь, Предложенная лемма: çar (100.0%)
Слово: çassusətə, Предложенная лемма: çəsusə (100.0%)
Слово: çasusutə, Предложенная лемма: çəsusə (100.0%)
Слово: çatunutə, Предложенная лемма: çətun (100.0%)
Слово: çepilun, Предложенная лемма: palan (66.7%)
Слово: çihli, Предложенная лемма: çihil (100.0%)
Слово: çihlən, Предложенная лемма: çihil (100.0%)
Слово: çili, Предложенная лемма: çilidqə (100.0%)
Слово: çilija, Предложенная лемма: ljaţa (62.5%)
Слово: çilli, Предложенная лемма: çilidqə (75.0%)
Слово: çineri, Предложенная лемма: çins (75.0%)
Слово: çingiri, Предложенная лемма: çins (66.7%)
Слово: çinəji, Предложенная лемма: çəjə (62.5%)
Слово: çiriji, Предложенная лемма: raj (62.5%)
Слово: çmajate, Предложенная лемма: çmaja (100.0%)
Слово: çmajatь, Предложенная лемма: çmaja (100.0%)
Слово: çmajta, Предложенная лемма: çmaja (100.0%)
Слово: çmajətь, Предложенная лемма: çmaja (100.0%)
Слово: çmeta, Предложенная лемма: çammeta (75.0%)
Слово: çmetə, Предложенная лемма: mətə (62.5%)
Слово: çmsьlle, Предложенная лемма: masalla (70.0%)
Слово: çməjatь, Предложенная лемма: çmaja (100.0%)
Слово: çməjəti, Предложенная лемма: mjətə (66.7%)
Слово: çmьjtə, Предложенная лемма: mjətə (66.7%)
Слово: çmьlə, Предложенная лемма: mulə (62.5%)
Слово: çorija, Предложенная лемма: raja (62.5%)
Слово: çrednout, Предложенная лемма: çreta (70.0%)
Слово: çrednoutь, Предложенная лемма: orden (66.7%)
Слово: çugun, Предложенная лемма: gungə (62.5%)
Слово: çullь, Предложенная лемма: çalalьjuta (100.0%)
Слово: çumilun, Предложенная лемма: çum (100.0%)
Слово: çumjь, Предложенная лемма: çum (100.0%)
Слово: çummənə, Предложенная лемма: çum (100.0%)
Слово: çumǝlun, Предложенная лемма: çum (100.0%)
Слово: çumьştə, Предложенная лемма: çum (100.0%)
Слово: çuvab, Предложенная лемма: çuvaв (75.0%)
Слово: çuvabь, Предложенная лемма: çuvaв (75.0%)
Слово: çuvibta, Предложенная лемма: çuvaв (66.7%)
Слово: çvəqtə, Предложенная лемма: çvəçtə (66.7%)
Слово: çǝllǝjatь, Предложенная лемма: ьllaja (66.7%)
Слово: çəpa, Предложенная лемма: çapa (100.0%)
Слово: çəpajə, Предложенная лемма: çəjə (62.5%)
Слово: çəpajь, Предложенная лемма: çapaja (100.0%)
