Слово: salьmun, Предложенная лемма: salmanta (100.0%)
Слово: tulqovit, Предложенная лемма: itə (100.0%)
Слово: xulenə, Предложенная лемма: xule (100.0%)
Слово: zidli, Предложенная лемма: zi (100.0%)
Слово: ldjarta, Предложенная лемма: djarta (70.0%)
Слово: mutvəlun, Предложенная лемма: mətəl (77.8%)
Слово: məzjuruli, Предложенная лемма: məzjudi (80.0%)
Слово: xulevə, Предложенная лемма: xule (100.0%)
Слово: xamьş, Предложенная лемма: xamra (75.0%)
Слово: dьrrax, Предложенная лемма: arra (62.5%)
Слово: mijxə, Предложенная лемма: mijlə (75.0%)
Слово: partija, Предложенная лемма: praja (77.8%)
Слово: cini, Предложенная лемма: cəncuni (100.0%)
Слово: həmzumi, Предложенная лемма: həmzumi (100.0%)
Слово: ţura, Предложенная лемма: ţera (100.0%)
Слово: kirre, Предложенная лемма: kar (100.0%)
Слово: şurrь, Предложенная лемма: şurri (100.0%)
Слово: gurla, Предложенная лемма: gura (100.0%)
Слово: rupjova, Предложенная лемма: rpaja (100.0%)
Слово: prəme, Предложенная лемма: prəmə (100.0%)
Слово: mujli, Предложенная лемма: məjuji (75.0%)
Слово: qmajuтa, Предложенная лемма: qoma (100.0%)
Слово: mudьj, Предложенная лемма: mekə (100.0%)
Слово: verəsən, Предложенная лемма: verstə (88.9%)
Слово: muralь, Предложенная лемма: amra (100.0%)
Слово: çapajuta, Предложенная лемма: çapa (100.0%)
Слово: вərвuzi, Предложенная лемма: вərвuzi (100.0%)
Слово: qəlvə, Предложенная лемма: qə (100.0%)
Слово: ţvelalux, Предложенная лемма: ţve (100.0%)
Слово: ţuşjona, Предложенная лемма: ţşaja (100.0%)
Слово: şьkago, Предложенная лемма: şik (100.0%)
Слово: maplьşanь, Предложенная лемма: mapşьţana (70.0%)
Слово: вьxlaвeva, Предложенная лемма: xlaвa (66.7%)
Слово: вpummə, Предложенная лемма: pumməxtə (66.7%)
Слово: вьçrajьva, Предложенная лемма: вaraj (66.7%)
Слово: tixuв, Предложенная лемма: tixxuв (75.0%)
Слово: luвlələ, Предложенная лемма: ləвələd (88.9%)
Слово: tunitə, Предложенная лемма: it (100.0%)
Слово: dvirrə, Предложенная лемма: dvərə (100.0%)
Слово: suqun, Предложенная лемма: oqun (62.5%)
Слово: şqullə, Предложенная лемма: şqələ (100.0%)
Слово: urusnaj, Предложенная лемма: rusnaja (100.0%)
Слово: rappьvalь, Предложенная лемма: rappeta (80.0%)
Слово: kepulə, Предложенная лемма: kep (100.0%)
Слово: məppix, Предложенная лемма: məpluxi (66.7%)
Слово: вinno, Предложенная лемма: nin (62.5%)
Слово: qovvaxana, Предложенная лемма: qavvaxana (100.0%)
Слово: təjə, Предложенная лемма: təjə (100.0%)
Слово: taptupь, Предложенная лемма: taptupь (100.0%)
Слово: zedə, Предложенная лемма: zodə (100.0%)
Слово: vidtivən, Предложенная лемма: və (100.0%)
Слово: ldenij, Предложенная лемма: denə (62.5%)
Слово: muxditivə, Предложенная лемма: muxə (100.0%)
Слово: tammumьna, Предложенная лемма: tammьmana (100.0%)
Слово: вinux, Предложенная лемма: nuxtə (62.5%)
Слово: quldarь, Предложенная лемма: aqьldar (100.0%)
Слово: luвlə, Предложенная лемма: lə (100.0%)
Слово: traqtorь, Предложенная лемма: traqa (100.0%)
Слово: drəqən, Предложенная лемма: drəjə (66.7%)
Слово: ləmlumi, Предложенная лемма: ləmlumi (100.0%)
Слово: viştu, Предложенная лемма: iştə (62.5%)
Слово: zəвunilli, Предложенная лемма: zəвuni (100.0%)
Слово: məxpilijlə, Предложенная лемма: məxpuli (100.0%)
Слово: urjeva, Предложенная лемма: ajva (62.5%)
Слово: xitəzi, Предложенная лемма: xitnə (75.0%)
Слово: вarвьranь, Предложенная лемма: вar (100.0%)
Слово: njuse, Предложенная лемма: njasa (100.0%)
Слово: şurjьvьnvə, Предложенная лемма: şura (100.0%)
Слово: saqьjuta, Предложенная лемма: saqьj (100.0%)
Слово: əzillə, Предложенная лемма: zi (100.0%)
Слово: aranвana, Предложенная лемма: ara (100.0%)
Слово: iquvvi, Предложенная лемма: qəvvuxi (100.0%)
Слово: svьlux, Предложенная лемма: sav (100.0%)
Слово: xlьjsona, Предложенная лемма: xlaja (100.0%)
Слово: rьişьvьnva, Предложенная лемма: rişə (100.0%)
Слово: вajjьn, Предложенная лемма: вajja (100.0%)
Слово: tluvvi, Предложенная лемма: təluqi (66.7%)
Слово: tuliqtevə, Предложенная лемма: tliqtə (100.0%)
Слово: şəqil, Предложенная лемма: şəq (100.0%)
Слово: вirƶə, Предложенная лемма: вirkə (75.0%)
Слово: вьţlaвьvax, Предложенная лемма: вţala (100.0%)
Слово: məttivlij, Предложенная лемма: mətə (100.0%)
Слово: gərdun, Предложенная лемма: gərdə (100.0%)
Слово: gərumo, Предложенная лемма: gərmə (100.0%)
Слово: paluţo, Предложенная лемма: pal (100.0%)
Слово: lhəççəti, Предложенная лемма: həççət (70.0%)
Слово: cəkurki, Предложенная лемма: kərkuri (66.7%)
Слово: muтva, Предложенная лемма: am (100.0%)
Слово: polisi, Предложенная лемма: pal (100.0%)
Слово: surili, Предложенная лемма: sərsuri (75.0%)
Слово: çihili, Предложенная лемма: çihil (100.0%)
Слово: qədijşi, Предложенная лемма: qədimij (66.7%)
Слово: mirzə, Предложенная лемма: mərzə (100.0%)
Слово: maqvujonə, Предложенная лемма: maqvujь (100.0%)
Слово: qərqizəx, Предложенная лемма: qərqəztə (90.0%)
Слово: mohr, Предложенная лемма: mohur (100.0%)
Слово: вirrəqili, Предложенная лемма: вirqə (77.8%)
Слово: golovəti, Предложенная лемма: gol (100.0%)
Слово: əxunutə, Предложенная лемма: əxunə (100.0%)
Слово: maqarasujatь, Предложенная лемма: maqrujь (90.0%)
Слово: tammakaruta, Предложенная лемма: tamma (100.0%)
Слово: вrigutij, Предложенная лемма: вarut (77.8%)
Слово: uçвьva, Предложенная лемма: açuвь (100.0%)
Слово: вurьxlь, Предложенная лемма: вurça (66.7%)
Слово: amaç, Предложенная лемма: am (100.0%)
Слово: lsnijqujətən, Предложенная лемма: snijqə (70.0%)
Слово: qьsar, Предложенная лемма: qusarta (100.0%)
Слово: səvunji, Предложенная лемма: səvunə (100.0%)
Слово: muddьja, Предложенная лемма: umud (100.0%)
Слово: mixjinni, Предложенная лемма: mixə (100.0%)
Слово: xehni, Предложенная лемма: hən (62.5%)
Слово: şəkşukilə, Предложенная лемма: şəkkə (77.8%)
Слово: ţlьвlьj, Предложенная лемма: ţla (100.0%)
Слово: jasrьj, Предложенная лемма: jassar (66.7%)
Слово: axla, Предложенная лемма: ax (100.0%)
Слово: rьsva, Предложенная лемма: sava (62.5%)
Слово: stavropol, Предложенная лемма: astar (77.8%)
Слово: məxdletə, Предложенная лемма: məx (100.0%)
Слово: julijə, Предложенная лемма: jə (100.0%)
Слово: вeçam, Предложенная лемма: вemanaja (62.5%)
Слово: maqruţь, Предложенная лемма: maqruţь (100.0%)
Слово: şvəri, Предложенная лемма: şvərə (100.0%)
Слово: вişqəlilə, Предложенная лемма: şqələ (66.7%)
Слово: nьpruzь, Предложенная лемма: narazьj (66.7%)
Слово: xьjla, Предложенная лемма: xьlja (62.5%)
Слово: pulьţto, Предложенная лемма: plaţta (100.0%)
Слово: rəşpərutə, Предложенная лемма: rəşpər (100.0%)
Слово: cammava, Предложенная лемма: camadan (66.7%)
Слово: dijvə, Предложенная лемма: di (100.0%)
Слово: tənətə, Предложенная лемма: tənə (100.0%)
Слово: açьzza, Предложенная лемма: açьzana (75.0%)
Слово: pərsupь, Предложенная лемма: parsupa (100.0%)
Слово: kulle, Предложенная лемма: kul (100.0%)
Слово: grivə, Предложенная лемма: gori (100.0%)
Слово: mucxuli, Предложенная лемма: məcuxi (100.0%)
Слово: ljəli, Предложенная лемма: ijli (62.5%)
Слово: txijni, Предложенная лемма: təxmuni (66.7%)
Слово: pitelə, Предложенная лемма: ptələ (100.0%)
Слово: zurzəlun, Предложенная лемма: zur (100.0%)
Слово: mədjəştə, Предложенная лемма: djəşə (66.7%)
Слово: mixju, Предложенная лемма: mixə (100.0%)
Слово: ţluвun, Предложенная лемма: ţla (100.0%)
Слово: zəвţəntə, Предложенная лемма: zəвţutə (90.0%)
Слово: muttutun, Предложенная лемма: tittun (70.0%)
Слово: вahaƶ, Предложенная лемма: вah (100.0%)
Слово: lqəjə, Предложенная лемма: qəjə (62.5%)
Слово: prəqili, Предложенная лемма: pirə (100.0%)
Слово: joni, Предложенная лемма: jonə (100.0%)
Слово: liptəxu, Предложенная лемма: lipə (100.0%)
Слово: pləştə, Предложенная лемма: pləjə (66.7%)
Слово: turqij, Предложенная лемма: turə (100.0%)
Слово: polşi, Предложенная лемма: polq (75.0%)
Слово: ənənqetelə, Предложенная лемма: ənənqəjutə (80.0%)
Слово: maslahaţ, Предложенная лемма: maslahat (90.0%)
Слово: ldukij, Предложенная лемма: aldujь (77.8%)
Слово: təpuxe, Предложенная лемма: təpuxi (100.0%)
Слово: prusьja, Предложенная лемма: praja (77.8%)
Слово: вəxxəltə, Предложенная лемма: вəxtə (70.0%)
Слово: ənnni, Предложенная лемма: ənni (100.0%)
Слово: kiəvi, Предложенная лемма: kəvi (100.0%)
Слово: ərqə, Предложенная лемма: ərqənə (100.0%)
Слово: вetivit, Предложенная лемма: вit (100.0%)
Слово: вarnəşutə, Предложенная лемма: вar (100.0%)
Слово: ciqi, Предложенная лемма: ciqə (100.0%)
Слово: pulţьvax, Предложенная лемма: plaţa (100.0%)
Слово: dijulə, Предложенная лемма: di (100.0%)
Слово: əvidlə, Предложенная лемма: dlə (62.5%)
Слово: вivədə, Предложенная лемма: vədə (62.5%)
Слово: volga, Предложенная лемма: av (100.0%)
Слово: pirazqi, Предложенная лемма: apra (100.0%)
Слово: qunjə, Предложенная лемма: qnəjə (100.0%)
Слово: mujelə, Предложенная лемма: mijlə (100.0%)
Слово: tammumь, Предложенная лемма: tamumь (100.0%)
Слово: ləhə, Предложенная лемма: lə (100.0%)
Слово: jadda, Предложенная лемма: jaddana (100.0%)
Слово: gərgumi, Предложенная лемма: gərgumi (100.0%)
Слово: dьjь, Предложенная лемма: daьjra (100.0%)
Слово: вmarreta, Предложенная лемма: marra (66.7%)
Слово: xəjiddij, Предложенная лемма: xəjji (70.0%)
Слово: alulta, Предложенная лемма: alula (100.0%)
Слово: sumвultu, Предложенная лемма: sumвuləli (90.0%)
Слово: logiвə, Предложенная лемма: lgiв (100.0%)
Слово: nəmətti, Предложенная лемма: nomə (100.0%)
Слово: malluçulь, Предложенная лемма: malla (100.0%)
Слово: вeqejrətutə, Предложенная лемма: qejrət (70.0%)
Слово: luqlьqlь, Предложенная лемма: aul (100.0%)
Слово: gьrvu, Предложенная лемма: girəv (100.0%)
Слово: marьjana, Предложенная лемма: marrьjana (66.7%)
Слово: ləвəd, Предложенная лемма: lə (100.0%)
Слово: ncca, Предложенная лемма: nacar (75.0%)
Слово: uqrajьna, Предложенная лемма: qraj (100.0%)
Слово: nərgis, Предложенная лемма: nərə (100.0%)
Слово: maran, Предложенная лемма: marrana (75.0%)
Слово: mujivin, Предложенная лемма: məjuji (66.7%)
Слово: əxunvəjutən, Предложенная лемма: əxunə (100.0%)
Слово: savde, Предложенная лемма: sav (100.0%)
Слово: əvidvə, Предложенная лемма: və (100.0%)
Слово: şəplupilə, Предложенная лемма: şəppə (77.8%)
Слово: palaşь, Предложенная лемма: pal (100.0%)
Слово: lьxdara, Предложенная лемма: xdara (66.7%)
Слово: țenana, Предложенная лемма: ьnana (100.0%)
Слово: quţьrtu, Предложенная лемма: qaţrunь (88.9%)
Слово: camma, Предложенная лемма: mamazta (62.5%)
Слово: maddujь, Предложенная лемма: maddujь (100.0%)
Слово: qazanç, Предложенная лемма: qaza (100.0%)
Слово: həmin, Предложенная лемма: həm (100.0%)
Слово: vidtevə, Предложенная лемма: və (100.0%)
Слово: suxvьnna, Предложенная лемма: sьxva (100.0%)
Слово: həqilun, Предложенная лемма: həq (100.0%)
Слово: şəqlinvə, Предложенная лемма: şəq (100.0%)
Слово: pərzuji, Предложенная лемма: pərzuji (100.0%)
Слово: qaţlьllan, Предложенная лемма: qaţula (100.0%)
Слово: mətnujən, Предложенная лемма: mətə (100.0%)
Слово: şotəpəjə, Предложенная лемма: ştəjə (77.8%)
Слово: вosaq, Предложенная лемма: saqьj (62.5%)
Слово: dəməxl, Предложенная лемма: dəm (100.0%)
Слово: xvьrrь, Предложенная лемма: xvara (100.0%)
Слово: вьqraţьj, Предложенная лемма: вьqra (100.0%)
Слово: gmijrili, Предложенная лемма: gəmij (100.0%)
Слово: xəruztə, Предложенная лемма: xirutə (77.8%)
Слово: mraja, Предложенная лемма: mraja (100.0%)
Слово: gorit, Предложенная лемма: gori (100.0%)
Слово: jəltə, Предложенная лемма: jə (100.0%)
Слово: gərguşo, Предложенная лемма: gərəg (100.0%)
Слово: mənculili, Предложенная лемма: mənə (100.0%)
Слово: ohlьn, Предложенная лемма: həl (100.0%)
Слово: ləxxizi, Предложенная лемма: ləxxə (100.0%)
Слово: pjəşinə, Предложенная лемма: pjəşə (100.0%)
Слово: mənjuqovə, Предложенная лемма: mənə (100.0%)
Слово: mədjuşivə, Предложенная лемма: mədjuni (80.0%)
Слово: dьmraь, Предложенная лемма: amra (62.5%)
Слово: rappьnnun, Предложенная лемма: rappujь (72.7%)
Слово: npəxtə, Предложенная лемма: npəxə (100.0%)
Слово: mətnivələ, Предложенная лемма: mətəl (70.0%)
Слово: kurdistan, Предложенная лемма: kurasa (77.8%)
Слово: qərijвutə, Предложенная лемма: qərutə (70.0%)
Слово: çammь, Предложенная лемма: çammujь (100.0%)
Слово: mləjə, Предложенная лемма: mləjə (100.0%)
Слово: вьţţana, Предложенная лемма: вţana (77.8%)
Слово: liqjəmə, Предложенная лемма: ljəmə (66.7%)
Слово: xijili, Предложенная лемма: ijli (62.5%)
Слово: dvili, Предложенная лемма: dav (100.0%)
Слово: məgxikəni, Предложенная лемма: məgxikənə (100.0%)
Слово: xpəqi, Предложенная лемма: xpəqə (100.0%)
Слово: danijil, Предложенная лемма: dana (100.0%)
Слово: jamujsa, Предложенная лемма: mjasa (66.7%)
Слово: joma, Предложенная лемма: ojma (100.0%)
Слово: tunujeli, Предложенная лемма: tənuji (100.0%)
Слово: talmanь, Предложенная лемма: tala (100.0%)
Слово: jəkkə, Предложенная лемма: jə (100.0%)
Слово: odit, Предложенная лемма: di (100.0%)
Слово: munşijo, Предложенная лемма: mənij (77.8%)
Слово: mhaslanujatь, Предложенная лемма: mahal (77.8%)
Слово: вətьqвal, Предложенная лемма: ьqвal (70.0%)
Слово: dxirri, Предложенная лемма: dax (100.0%)
Слово: jurup, Предложенная лемма: jar (100.0%)
Слово: saвunь, Предложенная лемма: вunt (62.5%)
Слово: məвsəmtə, Предложенная лемма: məsəmtə (70.0%)
Слово: maççuвь, Предложенная лемма: maçuвь (100.0%)
Слово: şəqləxli, Предложенная лемма: şəq (100.0%)
Слово: heqtor, Предложенная лемма: həq (100.0%)
Слово: musmiqqi, Предложенная лемма: məsmuqi (100.0%)
Слово: purmьjuvax, Предложенная лемма: parmьjana (81.8%)
Слово: drunij, Предложенная лемма: dunji (66.7%)
Слово: lprizəni, Предложенная лемма: periz (66.7%)
Слово: muddьlь, Предложенная лемма: umud (100.0%)
Слово: çaraвtux, Предложенная лемма: çar (100.0%)
Слово: dəjli, Предложенная лемма: məjqi (75.0%)
Слово: minşilməni, Предложенная лемма: minşiltəni (81.8%)
Слово: şəpəntə, Предложенная лемма: şəpə (100.0%)
Слово: ştixte, Предложенная лемма: şitə (100.0%)
Слово: вaruxь, Предложенная лемма: вar (100.0%)
Слово: puşьţto, Предложенная лемма: pşьjţuta (66.7%)
Слово: sarьjlь, Предложенная лемма: sara (100.0%)
Слово: şljəpi, Предложенная лемма: şiljə (100.0%)
Слово: letlun, Предложенная лемма: le (100.0%)
Слово: dovə, Предложенная лемма: dəvə (100.0%)
Слово: maţrujь, Предложенная лемма: maţrujь (100.0%)
Слово: xjaţta, Предложенная лемма: xjaţa (100.0%)
Слово: kiniƶвek, Предложенная лемма: kin (100.0%)
Слово: raвaqьrjьlь, Предложенная лемма: raвa (100.0%)
Слово: punəji, Предложенная лемма: pundə (75.0%)
Слово: qazancь, Предложенная лемма: qaza (100.0%)
Слово: lxəjji, Предложенная лемма: xəjji (66.7%)
Слово: çaponetə, Предложенная лемма: pənetə (66.7%)
Слово: xvarpətutu, Предложенная лемма: xvara (100.0%)
Слово: lijəvə, Предложенная лемма: ljəjə (75.0%)
Слово: surəjə, Предложенная лемма: surjəjə (100.0%)
Слово: qinjinə, Предложенная лемма: qinnə (77.8%)
Слово: duzijlə, Предложенная лемма: duz (100.0%)
Слово: duvin, Предложенная лемма: dav (100.0%)
Слово: inglisnəit, Предложенная лемма: inglisnəjə (90.9%)
Слово: qurta, Предложенная лемма: qreta (100.0%)
Слово: jaljənə, Предложенная лемма: ijlənə (77.8%)
Слово: şuqququta, Предложенная лемма: şuqquq (100.0%)
Слово: tammumo, Предложенная лемма: tamma (100.0%)
Слово: luвli, Предложенная лемма: ləвuli (100.0%)
Слово: xənxuqo, Предложенная лемма: xəndəq (66.7%)
Слово: xərçe, Предложенная лемма: xə (100.0%)
Слово: jəsiq, Предложенная лемма: jə (100.0%)
Слово: mьţrana, Предложенная лемма: mьţra (100.0%)
Слово: şəqlinnux, Предложенная лемма: şəq (100.0%)
Слово: inçinerь, Предложенная лемма: inь (100.0%)
Слово: jivelən, Предложенная лемма: ijlənə (66.7%)
Слово: ləzətti, Предложенная лемма: ləzzət (66.7%)
Слово: вrigədij, Предложенная лемма: rgədə (66.7%)
Слово: mirrun, Предложенная лемма: marrana (100.0%)
Слово: josip, Предложенная лемма: sipə (62.5%)
Слово: mənjixijvə, Предложенная лемма: mənij (100.0%)
Слово: pqəjə, Предложенная лемма: qəjə (62.5%)
Слово: sazand, Предложенная лемма: saz (100.0%)
Слово: pəkurij, Предложенная лемма: pəkuri (100.0%)
Слово: lekbin, Предложенная лемма: le (100.0%)
Слово: əriq, Предложенная лемма: ərəq (100.0%)
Слово: şəptiji, Предложенная лемма: şəptijə (100.0%)
Слово: əlвəhəl, Предложенная лемма: ələ (66.7%)
Слово: вaquzov, Предложенная лемма: вaqurь (66.7%)
Слово: ptuxli, Предложенная лемма: puxala (66.7%)
Слово: sudralun, Предложенная лемма: sudra (100.0%)
Слово: mədxure, Предложенная лемма: mətxuri (100.0%)
Слово: lvaqzal, Предложенная лемма: aul (100.0%)
Слово: ərqəltə, Предложенная лемма: qəltə (66.7%)
Слово: lьjnь, Предложенная лемма: lьjţa (75.0%)
Слово: mətni, Предложенная лемма: mətnuji (100.0%)
Слово: ţujmьnna, Предложенная лемма: ţьjmana (100.0%)
Слово: вimxajivə, Предложенная лемма: вixjə (66.7%)
Слово: kusljtu, Предложенная лемма: kis (100.0%)
Слово: kərşə, Предложенная лемма: kirşə (100.0%)
Слово: mənjəqtə, Предложенная лемма: mənjəxtə (80.0%)
Слово: səqqit, Предложенная лемма: səquti (100.0%)
Слово: məqvuxi, Предложенная лемма: məqvuxi (100.0%)
Слово: xumilun, Предложенная лемма: xəm (100.0%)
Слово: idjuli, Предложенная лемма: udju (100.0%)
Слово: axьr, Предложенная лемма: ax (100.0%)
Слово: lpьllan, Предложенная лемма: pьllan (70.0%)
Слово: poşovə, Предложенная лемма: poşt (75.0%)
Слово: mulximmovinvə, Предложенная лемма: məlximmənə (91.7%)
Слово: ptəxilə, Предложенная лемма: ptəxə (100.0%)
Слово: xənu, Предложенная лемма: xə (100.0%)
Слово: pilə, Предложенная лемма: piləsoputə (100.0%)
Слово: həmziminvə, Предложенная лемма: həmzumi (100.0%)
Слово: muqivixli, Предложенная лемма: məqvuxi (100.0%)
Слово: parrьj, Предложенная лемма: prьjţa (77.8%)
Слово: pləjuvə, Предложенная лемма: pləjə (100.0%)
Слово: məljizun, Предложенная лемма: məljizənə (100.0%)
Слово: zərdnəj, Предложенная лемма: zərdə (100.0%)
Слово: liljəpə, Предложенная лемма: lijpə (66.7%)
Слово: gujmane, Предложенная лемма: guman (66.7%)
Слово: hasьjlь, Предложенная лемма: hasьl (77.8%)
Слово: вьxdarьvin, Предложенная лемма: xdara (66.7%)
Слово: kamutrь, Предложенная лемма: kamurь (77.8%)
Слово: əsqətti, Предложенная лемма: əsqə (100.0%)
Слово: rəndi, Предложенная лемма: rəd (62.5%)
Слово: surjəjutə, Предложенная лемма: surjəjə (100.0%)
Слово: xdьrrьj, Предложенная лемма: xədərjə (90.0%)
Слово: вjəvolə, Предложенная лемма: jəvəltə (66.7%)
Слово: şviqto, Предложенная лемма: şvijtə (66.7%)
Слово: zəxmə, Предложенная лемма: zəxmutə (100.0%)
Слово: maxlumь, Предложенная лемма: maxulь (100.0%)
Слово: məxşixinvə, Предложенная лемма: məxşuxi (100.0%)
Слово: mənxusij, Предложенная лемма: mənxusi (100.0%)
Слово: glijdə, Предложенная лемма: giljə (100.0%)
Слово: jəqu, Предложенная лемма: jə (100.0%)
Слово: djəltə, Предложенная лемма: dijletə (100.0%)
Слово: təpəji, Предложенная лемма: tpəjə (100.0%)
Слово: kiipət, Предложенная лемма: kipə (100.0%)
Слово: həmzimun, Предложенная лемма: həm (100.0%)
Слово: peşava, Предложенная лемма: paşa (100.0%)
Слово: вьxqarevьt, Предложенная лемма: xqara (66.7%)
Слово: lвarь, Предложенная лемма: lвaraj (100.0%)
Слово: ţaulьna, Предложенная лемма: ţaulь (100.0%)
Слово: вrixşitun, Предложенная лемма: rixşə (66.7%)
Слово: rəxmutə, Предложенная лемма: ərxutə (77.8%)
Слово: pəstə, Предложенная лемма: pətə (62.5%)
Слово: ksetə, Предложенная лемма: kəsetə (100.0%)
Слово: nəznizijvə, Предложенная лемма: nəznuzi (100.0%)
Слово: qursь, Предложенная лемма: qursulta (100.0%)
Слово: məkki, Предложенная лемма: məkkumi (100.0%)
Слово: qulaв, Предложенная лемма: qəlв (100.0%)
Слово: purpьţţa, Предложенная лемма: pьrţa (77.8%)
Слово: vidlun, Предложенная лемма: dlə (62.5%)
Слово: вijələ, Предложенная лемма: jələ (62.5%)
Слово: dətij, Предложенная лемма: dij (62.5%)
Слово: parovozь, Предложенная лемма: parol (66.7%)
Слово: ьxtьjar, Предложенная лемма: ixtijar (100.0%)
Слово: ktьrte, Предложенная лемма: kut (100.0%)
Слово: pnəjinə, Предложенная лемма: pjəninə (66.7%)
Слово: nqidli, Предложенная лемма: nəqijdə (66.7%)
Слово: şьşlun, Предложенная лемма: şiş (100.0%)
Слово: xьltola, Предложенная лемма: xola (100.0%)
Слово: vidlux, Предложенная лемма: dlə (62.5%)
Слово: papruzь, Предложенная лемма: paprus (88.9%)
Слово: iskəndər, Предложенная лемма: skənə (100.0%)
Слово: madьrrun, Предложенная лемма: marrana (70.0%)
Слово: makşьţţanь, Предложенная лемма: makşuţь (100.0%)
Слово: miţrapolьjţa, Предложенная лемма: mьţra (100.0%)
Слово: qьttu, Предложенная лемма: qəttə (100.0%)
Слово: immi, Предложенная лемма: immə (100.0%)
Слово: xaвrьd, Предложенная лемма: xaвra (100.0%)
Слово: məjenə, Предложенная лемма: mjəjə (75.0%)
Слово: muţmьrrь, Предложенная лемма: ţamurь (66.7%)
Слово: xvьrra, Предложенная лемма: xvara (100.0%)
Слово: nizbatujati, Предложенная лемма: nizə (100.0%)
Слово: mhudrь, Предложенная лемма: mahud (100.0%)
Слово: səpəqtə, Предложенная лемма: spəqə (100.0%)
Слово: lpətij, Предложенная лемма: lipə (100.0%)
Слово: davaru, Предложенная лемма: dav (100.0%)
Слово: zuməni, Предложенная лемма: mənə (62.5%)
Слово: qaszah, Предложенная лемма: qasra (66.7%)
Слово: tnəplixxəvəlij, Предложенная лемма: tənəp (100.0%)
Слово: puşqəli, Предложенная лемма: puşəqə (100.0%)
Слово: xьlljь, Предложенная лемма: xalulь (88.9%)
Слово: cangu, Предложенная лемма: cancurь (75.0%)
Слово: mjnne, Предложенная лемма: mьjana (100.0%)
Слово: вiplaţьva, Предложенная лемма: plaţa (66.7%)
Слово: məvoli, Предложенная лемма: məvudi (75.0%)
Слово: mulximmi, Предложенная лемма: mulə (100.0%)
Слово: şoqən, Предложенная лемма: əşqənə (100.0%)
Слово: məqvetu, Предложенная лемма: məqvuji (88.9%)
Слово: lumlili, Предложенная лемма: lim (100.0%)
Слово: mşəjelə, Предложенная лемма: mşəjə (100.0%)
Слово: prьjţeva, Предложенная лемма: prьjţa (100.0%)
Слово: şaracьj, Предложенная лемма: şarьjra (77.8%)
Слово: məqulinə, Предложенная лемма: maqul (100.0%)
Слово: srijdili, Предложенная лемма: isrij (100.0%)
Слово: sadri, Предложенная лемма: sadra (100.0%)
Слово: şəxtə, Предложенная лемма: ştəxə (62.5%)
Слово: itvə, Предложенная лемма: it (100.0%)
Слово: tujməntə, Предложенная лемма: tjəmə (100.0%)
Слово: gəvirrə, Предложенная лемма: gəvə (100.0%)
Слово: qarqьrra, Предложенная лемма: ьqra (100.0%)
Слово: qəvvulivə, Предложенная лемма: qəvuli (90.0%)
Слово: məpnijlun, Предложенная лемма: mənij (66.7%)
Слово: sarrastutə, Предложенная лемма: sarastuta (100.0%)
Слово: elвrus, Предложенная лемма: el (100.0%)
Слово: sţansь, Предложенная лемма: saţana (100.0%)
Слово: minnevə, Предложенная лемма: mintə (66.7%)
Слово: nşarjatь, Предложенная лемма: nşara (100.0%)
Слово: qərвin, Предложенная лемма: qərəвin (100.0%)
Слово: gəlвi, Предложенная лемма: gəlli (75.0%)
Слово: tursu, Предложенная лемма: trusuta (100.0%)
Слово: lxer, Предложенная лемма: le (100.0%)
Слово: dləxmə, Предложенная лемма: dlə (100.0%)
Слово: məskuni, Предложенная лемма: məskuni (100.0%)
Слово: həminnij, Предложенная лемма: həm (100.0%)
Слово: muşqijelə, Предложенная лемма: məşq (100.0%)
Слово: məxxiвəvə, Предложенная лемма: məx (100.0%)
Слово: dxəjutij, Предложенная лемма: xəjutə (66.7%)
Слово: ləvitə, Предложенная лемма: lə (100.0%)
Слово: mxəjivə, Предложенная лемма: mxəjə (100.0%)
Слово: вuqьrrь, Предложенная лемма: вaqurь (100.0%)
Слово: ţьtta, Предложенная лемма: ţata (100.0%)
Слово: risqə, Предложенная лемма: riqdə (62.5%)
Слово: вirə, Предложенная лемма: вirkə (100.0%)
Слово: salьlta, Предложенная лемма: salьjlь (66.7%)
Слово: mudvi, Предложенная лемма: mu (75.0%)
Слово: вşqəltə, Предложенная лемма: вuşələ (77.8%)
Слово: kuljum, Предложенная лемма: kul (100.0%)
Слово: səpəв, Предложенная лемма: sepə (100.0%)
Слово: şurьta, Предложенная лемма: şura (100.0%)
Слово: mudət, Предложенная лемма: mekə (75.0%)
Слово: ţuşьtova, Предложенная лемма: ţьşva (77.8%)
Слово: masjudьva, Предложенная лемма: masjudь (80.0%)
Слово: mhuminnuli, Предложенная лемма: mhumnə (100.0%)
Слово: vəlvuli, Предложенная лемма: vəlvuli (100.0%)
Слово: вazarь, Предложенная лемма: вazra (100.0%)
Слово: zdlьj, Предложенная лемма: dlə (62.5%)
Слово: məвsimmənə, Предложенная лемма: məвsimənə (90.9%)
Слово: ddoran, Предложенная лемма: dorana (66.7%)
Слово: məxiввəvə, Предложенная лемма: məx (100.0%)
Слово: tuliqtevən, Предложенная лемма: tliqtə (100.0%)
Слово: şammavalun, Предложенная лемма: şamma (100.0%)
Слово: həmzimijlun, Предложенная лемма: həmzumi (100.0%)
Слово: вala, Предложенная лемма: вal (100.0%)
Слово: məvilə, Предложенная лемма: miljə (62.5%)
Слово: mxeta, Предложенная лемма: mxetə (100.0%)
